TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TransactionDate_dt,amount_log,amount_to_balance,is_online,is_high_login,hour,dayofweek,month,is_weekend,is_night,new_device_for_account,new_ip_for_account,new_merchant_for_account,new_location_for_account,tx_count_rolling_1d,amount_sum_daily,acc_tx_count,acc_amount_sum,acc_amount_mean,acc_amount_median,acc_amount_max,acc_amount_std,acc_amount_p95,acc_amount_p99,acc_balance_mean,acc_balance_min,acc_ratio_mean,acc_ratio_p95,acc_unique_merchants,acc_unique_locations,acc_unique_devices,acc_unique_ips,acc_channel_nunique,acc_login_attempts_max,acc_login_attempts_mean,acc_duration_mean,acc_duration_p95,acc_active_days,acc_share_atm,acc_share_branch,acc_share_online,merch_tx_count,merch_amount_mean,merch_amount_median,merch_amount_max,merch_amount_p95,merch_unique_accounts,merch_unique_devices,merch_unique_ips,merch_channel_nunique,merch_share_atm,merch_share_branch,merch_share_online,chan_tx_count,chan_amount_mean,chan_amount_median,chan_amount_p95,chan_login_attempts_mean,chan_login_attempts_max,chan_duration_mean,chan_duration_p95,chan_unique_accounts,chan_unique_merchants
TX001841,AC00003,237.97,2023-01-09 17:26:46,Debit,Columbus,D000498,170.154.69.105,M089,ATM,69,Doctor,69,1,13486.15,2024-11-04 08:06:37,2023-01-09 17:26:46,5.476338021040286,0.017645510393995496,0,0,17,0,1,0,0,1,1,1,1,1,237.97,5,1266.34,253.26800000000003,237.97,416.62,158.48475327298834,410.118,415.3196,7329.567999999999,1688.9,0.0474508122139676,0.1079958194711151,5,5,5,5,2,1,1.0,49.2,82.6,274,0.8,0.0,0.2,22,323.84318181818185,241.755,1241.05,1056.437,22,22,21,3,0.2727272727272727,0.5,0.2272727272727272,833,307.7208043217287,218.96,898.3219999999992,1.1236494597839135,5,122.09123649459784,263.0,403,100
TX002363,AC00003,416.62,2023-03-06 17:26:59,Credit,Baltimore,D000495,161.195.172.148,M091,Online,26,Student,67,1,9700.9,2024-11-04 08:11:23,2023-03-06 17:26:59,6.034571928141916,0.042946530734257346,1,0,17,0,3,0,0,1,1,1,1,1,416.62,5,1266.34,253.26800000000003,237.97,416.62,158.48475327298834,410.118,415.3196,7329.567999999999,1688.9,0.0474508122139676,0.1079958194711151,5,5,5,5,2,1,1.0,49.2,82.6,274,0.8,0.0,0.2,31,287.6629032258064,175.07,1221.65,1091.0700000000002,30,30,31,3,0.3225806451612903,0.3225806451612903,0.3548387096774194,811,297.2147225647349,206.63,889.625,1.128236744759556,5,120.30579531442665,272.5,399,100
TX001904,AC00003,384.11,2023-05-15 16:35:43,Debit,Fort Worth,D000290,194.88.79.54,M032,ATM,58,Retired,12,1,7902.52,2024-11-04 08:06:36,2023-05-15 16:35:43,5.953529007764945,0.048606014284045006,0,0,16,0,5,0,0,1,1,1,1,1,384.11,5,1266.34,253.26800000000003,237.97,416.62,158.48475327298834,410.118,415.3196,7329.567999999999,1688.9,0.0474508122139676,0.1079958194711151,5,5,5,5,2,1,1.0,49.2,82.6,274,0.8,0.0,0.2,24,388.025,291.67499999999995,1342.25,996.1629999999994,24,24,23,3,0.25,0.3333333333333333,0.4166666666666667,833,307.7208043217287,218.96,898.3219999999992,1.1236494597839135,5,122.09123649459784,263.0,403,100
TX002248,AC00003,207.47,2023-10-02 18:57:19,Debit,Miami,D000643,147.234.20.46,M045,ATM,53,Doctor,12,1,1688.9,2024-11-04 08:07:01,2023-10-02 18:57:19,5.339795145994346,0.12284327076788273,0,0,18,0,10,0,0,1,1,1,1,1,207.47,5,1266.34,253.26800000000003,237.97,416.62,158.48475327298834,410.118,415.3196,7329.567999999999,1688.9,0.0474508122139676,0.1079958194711151,5,5,5,5,2,1,1.0,49.2,82.6,274,0.8,0.0,0.2,21,277.75619047619045,256.66,777.92,611.11,21,21,21,3,0.238095238095238,0.3809523809523809,0.3809523809523809,833,307.7208043217287,218.96,898.3219999999992,1.1236494597839135,5,122.09123649459784,263.0,403,100
TX001851,AC00004,13.16,2023-05-01 17:36:10,Debit,Mesa,D000098,161.177.41.214,M084,Branch,43,Engineer,98,1,1019.46,2024-11-04 08:10:30,2023-05-01 17:36:10,2.6504210882655737,0.01290879485216398,0,0,17,0,5,0,0,1,1,1,1,1,13.16,9,2180.08,242.2311111111111,136.31,642.54,231.0815858330367,604.6719999999999,634.9663999999999,3340.956666666667,1019.46,0.0981245142984463,0.2860137003284975,9,9,9,9,3,1,1.0,104.33333333333331,174.8,245,0.2222222222222222,0.4444444444444444,0.3333333333333333,27,242.8781481481481,185.71,820.62,735.254,25,27,27,3,0.5185185185185185,0.2962962962962963,0.1851851851851851,868,288.22926267281105,204.16,852.1234999999998,1.1221198156682028,5,116.67511520737328,263.29999999999995,400,100
TX000707,AC00004,642.54,2023-05-10 18:49:20,Debit,Milwaukee,D000663,166.79.195.157,M025,Branch,44,Engineer,28,1,3143.17,2024-11-04 08:10:37,2023-05-10 18:49:20,6.466984185166485,0.20442419595497396,0,0,18,2,5,0,0,1,1,1,1,1,642.54,9,2180.08,242.2311111111111,136.31,642.54,231.0815858330367,604.6719999999999,634.9663999999999,3340.956666666667,1019.46,0.0981245142984463,0.2860137003284975,9,9,9,9,3,1,1.0,104.33333333333331,174.8,245,0.2222222222222222,0.4444444444444444,0.3333333333333333,31,269.83612903225804,217.61,885.33,712.15,31,29,30,3,0.4193548387096774,0.3548387096774194,0.2258064516129032,868,288.22926267281105,204.16,852.1234999999998,1.1221198156682028,5,116.67511520737328,263.29999999999995,400,100
TX001648,AC00004,99.25,2023-06-26 16:53:58,Credit,Phoenix,D000524,17.87.7.140,M048,Online,63,Retired,93,1,2570.34,2024-11-04 08:07:33,2023-06-26 16:53:58,4.6076670661866785,0.038613568632928474,1,0,16,0,6,0,0,1,1,1,1,1,99.25,9,2180.08,242.2311111111111,136.31,642.54,231.0815858330367,604.6719999999999,634.9663999999999,3340.956666666667,1019.46,0.0981245142984463,0.2860137003284975,9,9,9,9,3,1,1.0,104.33333333333331,174.8,245,0.2222222222222222,0.4444444444444444,0.3333333333333333,26,421.338076923077,397.97,1235.69,1093.4275,26,26,26,3,0.3846153846153846,0.2692307692307692,0.3461538461538461,811,297.2147225647349,206.63,889.625,1.128236744759556,5,120.30579531442665,272.5,399,100
TX000223,AC00004,547.87,2023-07-10 17:15:27,Debit,Columbus,D000183,188.205.152.176,M064,ATM,64,Retired,131,1,6155.76,2024-11-04 08:10:31,2023-07-10 17:15:27,6.307861619298144,0.08900119562814518,0,0,17,0,7,0,0,1,1,1,1,1,547.87,9,2180.08,242.2311111111111,136.31,642.54,231.0815858330367,604.6719999999999,634.9663999999999,3340.956666666667,1019.46,0.0981245142984463,0.2860137003284975,9,9,9,9,3,1,1.0,104.33333333333331,174.8,245,0.2222222222222222,0.4444444444444444,0.3333333333333333,29,323.9093103448276,239.41,1664.33,1026.2499999999995,27,29,29,3,0.2758620689655172,0.3448275862068966,0.3793103448275862,833,307.7208043217287,218.96,898.3219999999992,1.1236494597839135,5,122.09123649459784,263.0,403,100
TX002442,AC00004,61.62,2023-10-09 16:01:25,Debit,Miami,D000134,93.218.115.132,M066,Online,57,Doctor,19,1,8365.37,2024-11-04 08:12:02,2023-10-09 16:01:25,4.1370847158982595,0.007366081834992669,1,0,16,0,10,0,0,1,1,1,1,1,61.62,9,2180.08,242.2311111111111,136.31,642.54,231.0815858330367,604.6719999999999,634.9663999999999,3340.956666666667,1019.46,0.0981245142984463,0.2860137003284975,9,9,9,9,3,1,1.0,104.33333333333331,174.8,245,0.2222222222222222,0.4444444444444444,0.3333333333333333,34,351.43382352941177,244.21,1762.28,987.4699999999992,34,34,34,3,0.3235294117647059,0.3529411764705882,0.3235294117647059,811,297.2147225647349,206.63,889.625,1.128236744759556,5,120.30579531442665,272.5,399,100
TX002391,AC00004,136.31,2023-10-30 16:38:14,Debit,Nashville,D000405,6.234.101.35,M055,Online,74,Retired,65,1,4384.95,2024-11-04 08:08:41,2023-10-30 16:38:14,4.92224114333366,0.031085873271067835,1,0,16,0,10,0,0,1,1,1,1,1,136.31,9,2180.08,242.2311111111111,136.31,642.54,231.0815858330367,604.6719999999999,634.9663999999999,3340.956666666667,1019.46,0.0981245142984463,0.2860137003284975,9,9,9,9,3,1,1.0,104.33333333333331,174.8,245,0.2222222222222222,0.4444444444444444,0.3333333333333333,23,305.23,143.03,1151.18,946.2769999999996,22,22,23,3,0.3043478260869565,0.4347826086956521,0.2608695652173913,811,297.2147225647349,206.63,889.625,1.128236744759556,5,120.30579531442665,272.5,399,100
TX001820,AC00004,365.43,2023-11-23 16:51:06,Debit,Portland,D000146,136.172.149.77,M014,ATM,25,Student,176,1,1073.51,2024-11-04 08:09:24,2023-11-23 16:51:06,5.903807507177435,0.34040670324417993,0,0,16,3,11,0,0,1,1,1,1,1,365.43,9,2180.08,242.2311111111111,136.31,642.54,231.0815858330367,604.6719999999999,634.9663999999999,3340.956666666667,1019.46,0.0981245142984463,0.2860137003284975,9,9,9,9,3,1,1.0,104.33333333333331,174.8,245,0.2222222222222222,0.4444444444444444,0.3333333333333333,33,286.90909090909093,256.8,840.16,713.8739999999998,33,32,33,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,833,307.7208043217287,218.96,898.3219999999992,1.1236494597839135,5,122.09123649459784,263.0,403,100
TX002328,AC00004,273.24,2023-12-12 16:56:18,Debit,Fresno,D000626,211.45.75.44,M011,Branch,51,Retired,173,1,2202.21,2024-11-04 08:10:05,2023-12-12 16:56:18,5.614003635409415,0.12407536066037114,0,0,16,1,12,0,0,1,1,1,1,1,273.24,9,2180.08,242.2311111111111,136.31,642.54,231.0815858330367,604.6719999999999,634.9663999999999,3340.956666666667,1019.46,0.0981245142984463,0.2860137003284975,9,9,9,9,3,1,1.0,104.33333333333331,174.8,245,0.2222222222222222,0.4444444444444444,0.3333333333333333,26,184.53192307692308,129.025,680.76,477.4525,26,25,25,3,0.2307692307692307,0.5,0.2692307692307692,868,288.22926267281105,204.16,852.1234999999998,1.1221198156682028,5,116.67511520737328,263.29999999999995,400,100
TX000245,AC00004,40.66,2024-01-01 16:08:49,Debit,Louisville,D000214,148.25.159.90,M061,Branch,59,Retired,156,1,1153.84,2024-11-04 08:11:28,2024-01-01 16:08:49,3.729541435832826,0.03523885460719403,0,0,16,0,1,0,0,1,1,1,1,1,40.66,9,2180.08,242.2311111111111,136.31,642.54,231.0815858330367,604.6719999999999,634.9663999999999,3340.956666666667,1019.46,0.0981245142984463,0.2860137003284975,9,9,9,9,3,1,1.0,104.33333333333331,174.8,245,0.2222222222222222,0.4444444444444444,0.3333333333333333,24,186.14,97.895,832.3,532.1709999999998,23,24,24,3,0.2916666666666667,0.375,0.3333333333333333,868,288.22926267281105,204.16,852.1234999999998,1.1221198156682028,5,116.67511520737328,263.29999999999995,400,100
TX002315,AC00005,162.59,2023-02-22 16:18:32,Debit,Indianapolis,D000401,201.95.180.152,M098,Branch,64,Retired,19,1,7104.83,2024-11-04 08:08:46,2023-02-22 16:18:32,5.09736329760608,0.022884432139822785,0,0,16,2,2,0,0,1,1,1,1,2,540.51,9,3131.77,347.97444444444443,377.92,680.76,189.4872683131449,603.872,665.3824,4457.837777777778,572.97,0.2248967039954428,0.8229078082454309,9,9,9,9,2,1,1.0,145.11111111111111,217.2,286,0.0,0.7777777777777778,0.2222222222222222,22,266.20272727272726,223.485,613.21,604.0054999999999,21,22,22,3,0.3181818181818182,0.5454545454545454,0.1363636363636363,868,288.22926267281105,204.16,852.1234999999998,1.1221198156682028,5,116.67511520737328,263.29999999999995,400,100
TX000944,AC00005,377.92,2023-02-22 17:29:36,Debit,Raleigh,D000360,179.43.245.131,M029,Branch,33,Engineer,204,1,2254.71,2024-11-04 08:06:53,2023-02-22 17:29:36,5.937325101007334,0.16761357336412772,0,0,17,2,2,0,0,1,1,1,1,2,540.51,9,3131.77,347.97444444444443,377.92,680.76,189.4872683131449,603.872,665.3824,4457.837777777778,572.97,0.2248967039954428,0.8229078082454309,9,9,9,9,2,1,1.0,145.11111111111111,217.2,286,0.0,0.7777777777777778,0.2222222222222222,25,271.2928,246.93,981.9,832.8999999999992,25,25,25,3,0.28,0.36,0.36,868,288.22926267281105,204.16,852.1234999999998,1.1221198156682028,5,116.67511520737328,263.29999999999995,400,100
TX001792,AC00005,680.76,2023-02-27 16:38:41,Debit,Kansas City,D000035,60.89.202.192,M011,Branch,21,Student,165,1,572.97,2024-11-04 08:09:04,2023-02-27 16:38:41,6.524677689751602,1.1881250327221526,0,0,16,0,2,0,0,1,1,1,1,1,680.76,9,3131.77,347.97444444444443,377.92,680.76,189.4872683131449,603.872,665.3824,4457.837777777778,572.97,0.2248967039954428,0.8229078082454309,9,9,9,9,2,1,1.0,145.11111111111111,217.2,286,0.0,0.7777777777777778,0.2222222222222222,26,184.53192307692308,129.025,680.76,477.4525,26,25,25,3,0.2307692307692307,0.5,0.2692307692307692,868,288.22926267281105,204.16,852.1234999999998,1.1221198156682028,5,116.67511520737328,263.29999999999995,400,100
TX000547,AC00005,420.28,2023-05-17 17:28:25,Debit,Washington,D000677,110.150.1.201,M002,Branch,35,Doctor,144,1,8557.32,2024-11-04 08:09:01,2023-05-17 17:28:25,6.043297695748,0.04911350750000594,0,0,17,2,5,0,0,1,1,1,1,1,420.28,9,3131.77,347.97444444444443,377.92,680.76,189.4872683131449,603.872,665.3824,4457.837777777778,572.97,0.2248967039954428,0.8229078082454309,9,9,9,9,2,1,1.0,145.11111111111111,217.2,286,0.0,0.7777777777777778,0.2222222222222222,31,290.4270967741936,219.63,858.63,780.7349999999999,31,31,30,3,0.1935483870967742,0.4838709677419355,0.3225806451612903,868,288.22926267281105,204.16,852.1234999999998,1.1221198156682028,5,116.67511520737328,263.29999999999995,400,100
TX000760,AC00005,417.8,2023-06-26 16:21:14,Credit,Philadelphia,D000630,49.31.186.82,M066,Branch,27,Student,130,1,1518.82,2024-11-04 08:09:17,2023-06-26 16:21:14,6.037393478996382,0.2750819715303492,0,0,16,0,6,0,0,1,1,1,1,1,417.8,9,3131.77,347.97444444444443,377.92,680.76,189.4872683131449,603.872,665.3824,4457.837777777778,572.97,0.2248967039954428,0.8229078082454309,9,9,9,9,2,1,1.0,145.11111111111111,217.2,286,0.0,0.7777777777777778,0.2222222222222222,34,351.43382352941177,244.21,1762.28,987.4699999999992,34,34,34,3,0.3235294117647059,0.3529411764705882,0.3235294117647059,868,288.22926267281105,204.16,852.1234999999998,1.1221198156682028,5,116.67511520737328,263.29999999999995,400,100
TX000195,AC00005,488.54,2023-07-03 17:47:49,Debit,Jacksonville,D000466,198.24.183.157,M036,Branch,52,Engineer,132,1,7486.63,2024-11-04 08:07:26,2023-07-03 17:47:49,6.193466174668764,0.06525499457031197,0,0,17,0,7,0,0,1,1,1,1,1,488.54,9,3131.77,347.97444444444443,377.92,680.76,189.4872683131449,603.872,665.3824,4457.837777777778,572.97,0.2248967039954428,0.8229078082454309,9,9,9,9,2,1,1.0,145.11111111111111,217.2,286,0.0,0.7777777777777778,0.2222222222222222,25,361.6628,169.5,1212.51,995.1359999999992,23,25,25,3,0.2,0.28,0.52,868,288.22926267281105,204.16,852.1234999999998,1.1221198156682028,5,116.67511520737328,263.29999999999995,400,100
TX001971,AC00005,116.89,2023-11-20 16:31:15,Debit,Columbus,D000328,146.250.144.172,M064,Online,71,Retired,226,1,4880.31,2024-11-04 08:06:37,2023-11-20 16:31:15,4.769751986304036,0.023951347352929635,1,0,16,0,11,0,0,1,1,1,1,1,116.89,9,3131.77,347.97444444444443,377.92,680.76,189.4872683131449,603.872,665.3824,4457.837777777778,572.97,0.2248967039954428,0.8229078082454309,9,9,9,9,2,1,1.0,145.11111111111111,217.2,286,0.0,0.7777777777777778,0.2222222222222222,29,323.9093103448276,239.41,1664.33,1026.2499999999995,27,29,29,3,0.2758620689655172,0.3448275862068966,0.3793103448275862,811,297.2147225647349,206.63,889.625,1.128236744759556,5,120.30579531442665,272.5,399,100
TX002083,AC00005,359.51,2023-11-30 18:08:39,Debit,Charlotte,D000144,32.169.88.41,M010,Online,79,Retired,157,1,7153.72,2024-11-04 08:12:11,2023-11-30 18:08:39,5.887519695591318,0.05025497223821308,1,0,18,3,11,0,0,1,1,1,1,1,359.51,9,3131.77,347.97444444444443,377.92,680.76,189.4872683131449,603.872,665.3824,4457.837777777778,572.97,0.2248967039954428,0.8229078082454309,9,9,9,9,2,1,1.0,145.11111111111111,217.2,286,0.0,0.7777777777777778,0.2222222222222222,19,320.08894736842103,304.15,740.25,696.7529999999998,18,19,19,3,0.2631578947368421,0.2105263157894736,0.5263157894736842,811,297.2147225647349,206.63,889.625,1.128236744759556,5,120.30579531442665,272.5,399,100
TX001038,AC00005,107.48,2023-12-04 18:01:53,Debit,Omaha,D000221,44.73.3.217,M080,Branch,22,Student,129,1,591.23,2024-11-04 08:08:11,2023-12-04 18:01:53,4.686565824192085,0.18179050454107237,0,0,18,0,12,0,0,1,1,1,1,1,107.48,9,3131.77,347.97444444444443,377.92,680.76,189.4872683131449,603.872,665.3824,4457.837777777778,572.97,0.2248967039954428,0.8229078082454309,9,9,9,9,2,1,1.0,145.11111111111111,217.2,286,0.0,0.7777777777777778,0.2222222222222222,19,308.01157894736843,205.65,878.63,715.4509999999997,19,19,19,3,0.3684210526315789,0.3157894736842105,0.3157894736842105,868,288.22926267281105,204.16,852.1234999999998,1.1221198156682028,5,116.67511520737328,263.29999999999995,400,100
TX000662,AC00006,158.56,2023-02-28 17:28:13,Debit,Sacramento,D000027,218.238.171.184,M087,ATM,33,Doctor,100,1,5401.21,2024-11-04 08:10:48,2023-02-28 17:28:13,5.0724200270372055,0.029356384958179858,0,0,17,1,2,0,0,1,1,1,1,1,158.56,4,1017.72,254.43,165.845,611.15,241.72167727919367,545.4469999999998,598.0093999999999,2051.2625,420.67,0.2520087689583856,0.6085327515716981,4,3,4,4,2,1,1.0,177.75,275.1,219,0.75,0.0,0.25,25,227.9764,120.62,1020.73,828.913999999999,24,25,25,3,0.32,0.4,0.28,833,307.7208043217287,218.96,898.3219999999992,1.1236494597839135,5,122.09123649459784,263.0,403,100
TX000216,AC00006,74.88,2023-05-24 16:25:50,Debit,Atlanta,D000139,161.161.26.115,M026,ATM,25,Student,202,1,420.67,2024-11-04 08:07:46,2023-05-24 16:25:50,4.3291531450668135,0.17800175909815769,0,0,16,2,5,0,0,1,1,1,1,1,74.88,4,1017.72,254.43,165.845,611.15,241.72167727919367,545.4469999999998,598.0093999999999,2051.2625,420.67,0.2520087689583856,0.6085327515716981,4,3,4,4,2,1,1.0,177.75,275.1,219,0.75,0.0,0.25,45,308.1144444444444,185.99,1294.81,904.188,44,42,45,3,0.2,0.3333333333333333,0.4666666666666667,833,307.7208043217287,218.96,898.3219999999992,1.1236494597839135,5,122.09123649459784,263.0,403,100
