TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TransactionDate_dt,amount_log,amount_to_balance,is_online,is_high_login,hour,dayofweek,month,is_weekend,is_night,new_device_for_account,new_ip_for_account,new_merchant_for_account,new_location_for_account,tx_count_rolling_1d,amount_sum_daily,acc_tx_count,acc_amount_sum,acc_amount_mean,acc_amount_median,acc_amount_max,acc_amount_std,acc_amount_p95,acc_amount_p99,acc_balance_mean,acc_balance_min,acc_ratio_mean,acc_ratio_p95,acc_unique_merchants,acc_unique_locations,acc_unique_devices,acc_unique_ips,acc_channel_nunique,acc_login_attempts_max,acc_login_attempts_mean,acc_duration_mean,acc_duration_p95,acc_active_days,acc_share_atm,acc_share_branch,acc_share_online,merch_tx_count,merch_amount_mean,merch_amount_median,merch_amount_max,merch_amount_p95,merch_unique_accounts,merch_unique_devices,merch_unique_ips,merch_channel_nunique,merch_share_atm,merch_share_branch,merch_share_online,chan_tx_count,chan_amount_mean,chan_amount_median,chan_amount_p95,chan_login_attempts_mean,chan_login_attempts_max,chan_duration_mean,chan_duration_p95,chan_unique_accounts,chan_unique_merchants,amount_to_balance_clip,tx_count_rolling_1d_clip,amount_sum_daily_clip,amount_log_clip,acc_unique_ips_clip,acc_unique_devices_clip,acc_ratio_p95_clip,amount_to_balance_scaled,amount_log_scaled,tx_count_rolling_1d_scaled,amount_sum_daily_scaled,acc_unique_ips_scaled,acc_unique_devices_scaled,acc_ratio_p95_scaled,score_amount,score_access,score_context,score_velocity,score_entity,risk_score,risk_reason,alert_top_1,alert_top_5
TX001841,AC00003,237.97,2023-01-09 17:26:46,Debit,Columbus,D000498,170.154.69.105,M089,ATM,69,Doctor,69,1,13486.15,2024-11-04 08:06:37,2023-01-09 17:26:46,5.476338021040286,0.0176455103939954,0,0,17,0,1,0,0,1,1,1,1,1,237.97,5,1266.34,253.26800000000003,237.97,416.62,158.48475327298834,410.118,415.3196,7329.567999999999,1688.9,0.0474508122139676,0.1079958194711151,5,5,5,5,2,1,1.0,49.2,82.6,274,0.8,0.0,0.2,22,323.84318181818185,241.755,1241.05,1056.437,22,22,21,3,0.2727272727272727,0.5,0.2272727272727272,833,307.7208043217287,218.96,898.3219999999992,1.1236494597839135,5,122.09123649459784,263.0,403,100,0.0176455103939954,1,237.97,5.476338021040286,5,5,0.1079958194711151,0.0076893625378690565,0.7508946947604522,0.0,0.16843831232903136,0.36363636363636365,0.36363636363636365,0.02839476666500664,0.7739627823740594,8.0,0.0,0.25265746849354703,1.6789557863611464,10.705576037228754,new_device + new_ip + new_merchant + new_location,0,0
TX002363,AC00003,416.62,2023-03-06 17:26:59,Credit,Baltimore,D000495,161.195.172.148,M091,Online,26,Student,67,1,9700.9,2024-11-04 08:11:23,2023-03-06 17:26:59,6.034571928141916,0.0429465307342573,1,0,17,0,3,0,0,1,1,1,1,1,416.62,5,1266.34,253.26800000000003,237.97,416.62,158.48475327298834,410.118,415.3196,7329.567999999999,1688.9,0.0474508122139676,0.1079958194711151,5,5,5,5,2,1,1.0,49.2,82.6,274,0.8,0.0,0.2,31,287.6629032258064,175.07,1221.65,1091.0700000000002,30,30,31,3,0.3225806451612903,0.3225806451612903,0.3548387096774194,811,297.2147225647349,206.63,889.625,1.128236744759556,5,120.30579531442665,272.5,399,100,0.0429465307342573,1,416.62,6.034571928141916,5,5,0.1079958194711151,0.01874275901996399,0.8308101941683363,0.0,0.2950274524475853,0.36363636363636365,0.36363636363636365,0.02839476666500664,0.8870384712282283,8.0,1.0,0.442541178671378,1.6789557863611464,12.008535436260754,new_device + new_ip + new_merchant + new_location + online,0,0
TX001904,AC00003,384.11,2023-05-15 16:35:43,Debit,Fort Worth,D000290,194.88.79.54,M032,ATM,58,Retired,12,1,7902.52,2024-11-04 08:06:36,2023-05-15 16:35:43,5.953529007764945,0.048606014284045,0,0,16,0,5,0,0,1,1,1,1,1,384.11,5,1266.34,253.26800000000003,237.97,416.62,158.48475327298834,410.118,415.3196,7329.567999999999,1688.9,0.0474508122139676,0.1079958194711151,5,5,5,5,2,1,1.0,49.2,82.6,274,0.8,0.0,0.2,24,388.025,291.67499999999995,1342.25,996.1629999999994,24,24,23,3,0.25,0.3333333333333333,0.4166666666666667,833,307.7208043217287,218.96,898.3219999999992,1.1236494597839135,5,122.09123649459784,263.0,403,100,0.048606014284045,1,384.11,5.953529007764945,5,5,0.1079958194711151,0.0212152488531171,0.8192082735880805,0.0,0.2719912758718552,0.36363636363636365,0.36363636363636365,0.02839476666500664,0.8828540201474318,8.0,0.0,0.40798691380778274,1.6789557863611464,10.969796720316362,new_device + new_ip + new_merchant + new_location,0,0
TX002248,AC00003,207.47,2023-10-02 18:57:19,Debit,Miami,D000643,147.234.20.46,M045,ATM,53,Doctor,12,1,1688.9,2024-11-04 08:07:01,2023-10-02 18:57:19,5.339795145994346,0.1228432707678827,0,0,18,0,10,0,0,1,1,1,1,1,207.47,5,1266.34,253.26800000000003,237.97,416.62,158.48475327298834,410.118,415.3196,7329.567999999999,1688.9,0.0474508122139676,0.1079958194711151,5,5,5,5,2,1,1.0,49.2,82.6,274,0.8,0.0,0.2,21,277.75619047619045,256.66,777.92,611.11,21,21,21,3,0.238095238095238,0.3809523809523809,0.3809523809523809,833,307.7208043217287,218.96,898.3219999999992,1.1236494597839135,5,122.09123649459784,263.0,403,100,0.1228432707678827,1,207.47,5.339795145994346,5,5,0.1079958194711151,0.053647689071863514,0.7313475266091309,0.0,0.14682639643977363,0.36363636363636365,0.36363636363636365,0.02839476666500664,0.8922905938247214,8.0,0.0,0.22023959465966045,1.6789557863611464,10.791485974845529,new_device + new_ip + new_merchant + new_location,0,0
TX001851,AC00004,13.16,2023-05-01 17:36:10,Debit,Mesa,D000098,161.177.41.214,M084,Branch,43,Engineer,98,1,1019.46,2024-11-04 08:10:30,2023-05-01 17:36:10,2.6504210882655737,0.0129087948521639,0,0,17,0,5,0,0,1,1,1,1,1,13.16,9,2180.08,242.2311111111111,136.31,642.54,231.0815858330367,604.6719999999999,634.9663999999999,3340.956666666667,1019.46,0.0981245142984463,0.2860137003284975,9,9,9,9,3,1,1.0,104.33333333333331,174.8,245,0.2222222222222222,0.4444444444444444,0.3333333333333333,27,242.8781481481481,185.71,820.62,735.254,25,27,27,3,0.5185185185185185,0.2962962962962963,0.1851851851851851,868,288.22926267281105,204.16,852.1234999999998,1.1221198156682028,5,116.67511520737328,263.29999999999995,400,100,0.0129087948521639,1,13.16,2.6504210882655737,9,9,0.2860137003284975,0.005620007460380402,0.34634283917642317,0.0,0.009140777540046715,0.7272727272727273,0.7272727272727273,0.07543162386565334,0.36320286155756437,8.0,0.0,0.013711166310070072,3.385874708525753,11.762788736393388,new_device + new_ip + new_merchant + new_location + many_ips + many_devices,0,0
TX000707,AC00004,642.54,2023-05-10 18:49:20,Debit,Milwaukee,D000663,166.79.195.157,M025,Branch,44,Engineer,28,1,3143.17,2024-11-04 08:10:37,2023-05-10 18:49:20,6.466984185166485,0.2044241959549739,0,0,18,2,5,0,0,1,1,1,1,1,642.54,9,2180.08,242.2311111111111,136.31,642.54,231.0815858330367,604.6719999999999,634.9663999999999,3340.956666666667,1019.46,0.0981245142984463,0.2860137003284975,9,9,9,9,3,1,1.0,104.33333333333331,174.8,245,0.2222222222222222,0.4444444444444444,0.3333333333333333,31,269.83612903225804,217.61,885.33,712.15,31,29,30,3,0.4193548387096774,0.3548387096774194,0.2258064516129032,868,288.22926267281105,204.16,852.1234999999998,1.1221198156682028,5,116.67511520737328,263.29999999999995,400,100,0.2044241959549739,1,642.54,6.466984185166485,9,9,0.2860137003284975,0.08928839839274735,0.8927133516630628,0.0,0.4551115192574577,0.7272727272727273,0.7272727272727273,0.07543162386565334,1.1605785468413048,8.0,0.0,0.6826672788861865,3.385874708525753,13.229120534253243,new_device + new_ip + new_merchant + new_location + many_ips + many_devices,0,0
TX001648,AC00004,99.25,2023-06-26 16:53:58,Credit,Phoenix,D000524,17.87.7.140,M048,Online,63,Retired,93,1,2570.34,2024-11-04 08:07:33,2023-06-26 16:53:58,4.607667066186679,0.0386135686329284,1,0,16,0,6,0,0,1,1,1,1,1,99.25,9,2180.08,242.2311111111111,136.31,642.54,231.0815858330367,604.6719999999999,634.9663999999999,3340.956666666667,1019.46,0.0981245142984463,0.2860137003284975,9,9,9,9,3,1,1.0,104.33333333333331,174.8,245,0.2222222222222222,0.4444444444444444,0.3333333333333333,26,421.338076923077,397.97,1235.69,1093.4275,26,26,26,3,0.3846153846153846,0.2692307692307692,0.3461538461538461,811,297.2147225647349,206.63,889.625,1.128236744759556,5,120.30579531442665,272.5,399,100,0.0386135686329284,1,99.25,4.607667066186679,9,9,0.2860137003284975,0.016849793937774592,0.6265377320336951,0.0,0.07014306734024994,0.7272727272727273,0.7272727272727273,0.07543162386565334,0.6770871138470189,8.0,1.0,0.10521460101037491,3.385874708525753,13.168176423383146,new_device + new_ip + new_merchant + new_location + online + many_ips + many_devices,0,0
TX000223,AC00004,547.87,2023-07-10 17:15:27,Debit,Columbus,D000183,188.205.152.176,M064,ATM,64,Retired,131,1,6155.76,2024-11-04 08:10:31,2023-07-10 17:15:27,6.307861619298144,0.0890011956281451,0,0,17,0,7,0,0,1,1,1,1,1,547.87,9,2180.08,242.2311111111111,136.31,642.54,231.0815858330367,604.6719999999999,634.9663999999999,3340.956666666667,1019.46,0.0981245142984463,0.2860137003284975,9,9,9,9,3,1,1.0,104.33333333333331,174.8,245,0.2222222222222222,0.4444444444444444,0.3333333333333333,29,323.9093103448276,239.41,1664.33,1026.2499999999995,27,29,29,3,0.2758620689655172,0.3448275862068966,0.3793103448275862,833,307.7208043217287,218.96,898.3219999999992,1.1236494597839135,5,122.09123649459784,263.0,403,100,0.0890011956281451,1,547.87,6.307861619298144,9,9,0.2860137003284975,0.03886291481115495,0.869933726210972,0.0,0.3880295495120141,0.7272727272727273,0.7272727272727273,0.07543162386565334,0.9865224706444369,8.0,0.0,0.5820443242680212,3.385874708525753,12.954441503438211,new_device + new_ip + new_merchant + new_location + many_ips + many_devices,0,0
TX002442,AC00004,61.62,2023-10-09 16:01:25,Debit,Miami,D000134,93.218.115.132,M066,Online,57,Doctor,19,1,8365.37,2024-11-04 08:12:02,2023-10-09 16:01:25,4.13708471589826,0.0073660818349926,1,0,16,0,10,0,0,1,1,1,1,1,61.62,9,2180.08,242.2311111111111,136.31,642.54,231.0815858330367,604.6719999999999,634.9663999999999,3340.956666666667,1019.46,0.0981245142984463,0.2860137003284975,9,9,9,9,3,1,1.0,104.33333333333331,174.8,245,0.2222222222222222,0.4444444444444444,0.3333333333333333,34,351.43382352941177,244.21,1762.28,987.4699999999992,34,34,34,3,0.3235294117647059,0.3529411764705882,0.3235294117647059,811,297.2147225647349,206.63,889.625,1.128236744759556,5,120.30579531442665,272.5,399,100,0.0073660818349926,1,61.62,4.13708471589826,9,9,0.2860137003284975,0.0031985318146820416,0.5591702306020985,0.0,0.043478923244749335,0.7272727272727273,0.7272727272727273,0.07543162386565334,0.5687658260461446,8.0,1.0,0.065218384867124,3.385874708525753,13.019858919439022,new_device + new_ip + new_merchant + new_location + online + many_ips + many_devices,0,0
TX002391,AC00004,136.31,2023-10-30 16:38:14,Debit,Nashville,D000405,6.234.101.35,M055,Online,74,Retired,65,1,4384.95,2024-11-04 08:08:41,2023-10-30 16:38:14,4.92224114333366,0.0310858732710678,1,0,16,0,10,0,0,1,1,1,1,1,136.31,9,2180.08,242.2311111111111,136.31,642.54,231.0815858330367,604.6719999999999,634.9663999999999,3340.956666666667,1019.46,0.0981245142984463,0.2860137003284975,9,9,9,9,3,1,1.0,104.33333333333331,174.8,245,0.2222222222222222,0.4444444444444444,0.3333333333333333,23,305.23,143.03,1151.18,946.2769999999996,22,22,23,3,0.3043478260869565,0.4347826086956521,0.2608695652173913,811,297.2147225647349,206.63,889.625,1.128236744759556,5,120.30579531442665,272.5,399,100,0.0310858732710678,1,136.31,4.92224114333366,9,9,0.2860137003284975,0.01356112809299582,0.6715714430930959,0.0,0.09640331661421363,0.7272727272727273,0.7272727272727273,0.07543162386565334,0.7122548273720833,8.0,1.0,0.14460497492132043,3.385874708525753,13.242734510819156,new_device + new_ip + new_merchant + new_location + online + many_ips + many_devices,0,0
TX001820,AC00004,365.43,2023-11-23 16:51:06,Debit,Portland,D000146,136.172.149.77,M014,ATM,25,Student,176,1,1073.51,2024-11-04 08:09:24,2023-11-23 16:51:06,5.903807507177435,0.3404067032441799,0,0,16,3,11,0,0,1,1,1,1,1,365.43,9,2180.08,242.2311111111111,136.31,642.54,231.0815858330367,604.6719999999999,634.9663999999999,3340.956666666667,1019.46,0.0981245142984463,0.2860137003284975,9,9,9,9,3,1,1.0,104.33333333333331,174.8,245,0.2222222222222222,0.4444444444444444,0.3333333333333333,33,286.90909090909093,256.8,840.16,713.8739999999998,33,32,33,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,833,307.7208043217287,218.96,898.3219999999992,1.1236494597839135,5,122.09123649459784,263.0,403,100,0.3404067032441799,1,365.43,5.903807507177435,9,9,0.2860137003284975,0.14869582732181322,0.8120902563909687,0.0,0.2587548631239426,0.7272727272727273,0.7272727272727273,0.07543162386565334,1.2581777383564083,8.0,0.0,0.38813229468591387,3.385874708525753,13.032184741568075,new_device + new_ip + new_merchant + new_location + many_ips + many_devices,0,0
TX002328,AC00004,273.24,2023-12-12 16:56:18,Debit,Fresno,D000626,211.45.75.44,M011,Branch,51,Retired,173,1,2202.21,2024-11-04 08:10:05,2023-12-12 16:56:18,5.614003635409415,0.1240753606603711,0,0,16,1,12,0,0,1,1,1,1,1,273.24,9,2180.08,242.2311111111111,136.31,642.54,231.0815858330367,604.6719999999999,634.9663999999999,3340.956666666667,1019.46,0.0981245142984463,0.2860137003284975,9,9,9,9,3,1,1.0,104.33333333333331,174.8,245,0.2222222222222222,0.4444444444444444,0.3333333333333333,26,184.53192307692308,129.025,680.76,477.4525,26,25,25,3,0.2307692307692307,0.5,0.2692307692307692,868,288.22926267281105,204.16,852.1234999999998,1.1221198156682028,5,116.67511520737328,263.29999999999995,400,100,0.1240753606603711,1,273.24,5.614003635409415,9,9,0.2860137003284975,0.054185958987467836,0.7706025917255845,0.0,0.1934301901458878,0.7272727272727273,0.7272727272727273,0.07543162386565334,0.9331604686879881,8.0,0.0,0.2901452852188317,3.385874708525753,12.609180462432574,new_device + new_ip + new_merchant + new_location + many_ips + many_devices,0,0
