AccountID,tx_count,amount_sum,amount_mean,amount_median,amount_max,amount_std,amount_p95,amount_p99,balance_mean,balance_min,ratio_mean,ratio_p95,unique_merchants,unique_locations,unique_devices,unique_ips,channel_nunique,login_attempts_max,login_attempts_mean,duration_mean,duration_p95,first_tx_date,last_tx_date,active_days,share_atm,share_branch,share_online
AC00047,4,1612.2,403.05,368.935,750.95,269.0688460846654,706.9024999999999,742.1405,6822.0775,293.24,0.29178459360386944,0.8352130235762688,4,3,4,4,2,1,1.0,26.5,38.05,2023-01-27 17:35:05,2024-01-01 17:21:56,339,0.0,0.25,0.75
AC00048,3,1602.27,534.09,304.2,1283.97,665.4167966770902,1185.993,1264.3746,6138.25,423.64,0.2787910439043708,0.6578844171295632,3,3,3,3,3,1,1.0,98.66666666666667,119.1,2023-06-08 16:06:13,2023-12-25 17:13:46,201,0.3333333333333333,0.3333333333333333,0.3333333333333333
AC00049,2,1113.77,556.885,556.885,609.14,73.89972970180608,603.9145,608.0948999999999,6420.015,3806.16,0.1000054558630296,0.12932474635555088,2,2,2,2,2,1,1.0,172.5,176.55,2023-11-13 17:07:10,2023-11-23 16:09:39,10,0.5,0.0,0.5
AC00050,5,1019.56,203.91199999999998,296.46,334.07,158.09626092985246,332.462,333.7484,2506.364,290.24,0.34642417856062124,1.0047192696284106,5,4,5,5,3,1,1.0,129.2,189.0,2023-02-08 17:33:08,2023-11-09 16:11:59,274,0.2,0.4,0.4
AC00051,4,949.2,237.3,225.09,312.47,59.260182809932914,304.1195,310.79990000000004,2963.5225,224.65,0.3174796294156935,0.7399798575116046,4,4,4,4,2,4,1.75,200.25,287.55,2023-02-24 16:49:51,2023-07-20 16:05:11,146,0.75,0.25,0.0
AC00052,3,424.46999999999997,141.48999999999998,11.46,409.59,232.21620938254935,369.77699999999993,401.62739999999997,11790.659999999998,6628.75,0.010031787186246569,0.025485696137981607,3,3,3,3,1,1,1.0,93.66666666666667,149.5,2023-03-20 16:08:11,2023-10-09 16:50:41,204,0.0,0.0,1.0
AC00053,7,703.3100000000001,100.47285714285715,117.66,212.74,71.64700708200952,191.88099999999997,208.56819999999996,6333.698571428571,303.68,0.0371904241479266,0.10347650940848377,7,5,7,7,3,1,1.0,92.85714285714286,132.9,2023-01-03 16:27:16,2023-12-14 18:53:34,346,0.14285714285714285,0.42857142857142855,0.42857142857142855
AC00054,9,1751.77,194.64111111111112,122.85,738.94,222.9712356697857,575.0199999999999,706.1560000000001,8343.468888888889,409.26,0.06522121681116597,0.28466553104761594,9,8,9,9,2,3,1.2222222222222223,80.33333333333333,154.6,2023-02-20 17:27:24,2023-11-29 17:38:53,283,0.0,0.4444444444444444,0.5555555555555556
AC00055,5,941.1099999999999,188.22199999999998,169.5,386.68,153.6119942257114,369.15,383.174,2345.77,918.88,0.10543038058574974,0.2100828235456762,4,5,5,5,2,1,1.0,116.8,170.0,2023-01-19 17:27:01,2023-11-10 16:10:34,295,0.2,0.8,0.0
AC00056,6,498.66,83.11,65.78,168.34,59.64780398304703,161.8925,167.0505,3311.976666666667,411.78,0.045267495399950675,0.10752917595505976,5,6,6,6,3,1,1.0,157.66666666666666,272.25,2023-02-03 18:03:56,2023-09-25 17:29:01,234,0.3333333333333333,0.3333333333333333,0.3333333333333333
AC00057,5,1127.62,225.52399999999997,198.62,598.66,233.03306177450446,532.424,585.4128,2884.134,811.86,0.14901855349288545,0.3098527494198063,5,5,5,5,3,2,1.2,120.4,209.39999999999998,2023-01-10 16:51:44,2023-08-29 16:19:14,231,0.2,0.6,0.2
AC00058,7,1719.58,245.6542857142857,199.14,583.92,176.49511323330765,504.90899999999976,568.1177999999999,6184.515714285714,438.75,0.16963135997024067,0.6016340066650487,7,7,7,7,3,1,1.0,90.14285714285714,132.7,2023-05-01 17:11:47,2023-12-28 16:46:46,241,0.42857142857142855,0.2857142857142857,0.2857142857142857
AC00059,4,592.97,148.2425,96.00999999999999,344.97,134.88287051487796,312.26099999999997,338.42819999999995,5450.702499999999,692.69,0.06516896454716221,0.16500809137392866,3,3,4,4,3,1,1.0,96.25,143.39999999999998,2023-03-20 17:30:52,2023-09-25 16:41:04,189,0.5,0.25,0.25
AC00060,4,1552.72,388.18,418.695,641.06,234.76214416582016,611.0419999999999,635.0563999999999,8073.03,1602.13,0.12671026039939173,0.34916675690260085,4,4,4,4,2,3,1.5,122.25,165.0,2023-07-13 17:17:07,2023-12-11 16:09:08,151,0.5,0.0,0.5
AC00061,5,957.06,191.41199999999998,155.53,391.08,177.64941125711618,385.282,389.9204,4894.168,3466.74,0.03287549463003429,0.05642894581520597,5,5,5,5,3,1,1.0,96.8,165.0,2023-02-27 16:59:07,2023-11-20 16:06:10,266,0.4,0.4,0.2
AC00062,3,689.82,229.94000000000003,138.33,476.63,215.98397463700866,442.79999999999995,469.864,4016.0966666666664,232.56,0.23433851837086814,0.5450713881069815,3,3,3,3,3,1,1.0,103.0,124.0,2023-07-07 17:58:29,2023-08-14 17:43:17,38,0.3333333333333333,0.3333333333333333,0.3333333333333333
AC00063,10,3192.72,319.272,281.145,873.65,315.4591707618876,747.2764999999997,848.3753,6064.0650000000005,1429.61,0.042264544066121075,0.09825106316024115,10,8,10,10,3,3,1.2,127.2,256.25,2023-02-06 18:39:50,2023-11-20 16:27:31,287,0.5,0.2,0.3
AC00064,4,1411.05,352.7625,377.17499999999995,606.27,278.5210665132292,601.1189999999999,605.2398,6635.09,3051.29,0.06742385483684246,0.13015493029014588,4,4,4,4,2,1,1.0,87.25,134.29999999999998,2023-03-22 16:59:56,2023-09-20 17:44:37,183,0.0,0.75,0.25
AC00065,5,1100.17,220.03400000000002,198.01,390.09,100.31101998285132,352.56999999999994,382.58599999999996,5017.586,250.93,0.20177391770955772,0.6610930035306394,5,5,5,5,3,1,1.0,105.0,210.2,2023-04-24 17:46:41,2023-12-28 16:30:32,248,0.2,0.4,0.4
AC00066,4,863.0699999999999,215.76749999999998,229.23999999999998,347.25,145.74584416602303,344.90999999999997,346.782,4661.9349999999995,1100.64,0.05002757186051776,0.07537542401070799,4,4,4,4,3,1,1.0,107.75,224.64999999999995,2023-01-30 18:49:52,2023-10-23 16:03:49,266,0.25,0.25,0.5
AC00067,7,3224.38,460.6257142857143,209.99,1309.79,470.8281567924453,1183.4239999999998,1284.5167999999996,6148.915714285715,1258.93,0.1928594551539677,0.7620392305291375,7,6,7,7,3,1,1.0,89.85714285714286,190.79999999999995,2023-01-18 17:53:37,2023-11-14 16:23:09,300,0.2857142857142857,0.2857142857142857,0.42857142857142855
AC00068,4,2641.99,660.4975,668.435,1045.22,398.896644623224,1032.272,1042.6304,3794.6925,914.28,0.27634777564218926,0.5281513403722415,4,4,4,4,3,1,1.0,117.0,156.25,2023-06-22 16:08:43,2023-11-22 16:13:39,154,0.25,0.25,0.5
AC00069,7,1617.58,231.08285714285714,171.42,603.54,195.24954969766986,517.0169999999998,586.2353999999998,6979.097142857143,287.46,0.09969359926356776,0.2699031153414878,7,6,7,7,3,1,1.0,159.71428571428572,290.4,2023-04-21 16:22:38,2023-12-25 17:27:57,249,0.14285714285714285,0.5714285714285714,0.2857142857142857
AC00070,8,1891.8700000000001,236.48375000000001,149.385,890.24,275.157989367018,681.5454999999997,848.5010999999998,5023.30875,524.46,0.08169196189934466,0.23683451208210676,8,7,8,8,3,4,1.375,100.5,160.65,2023-03-30 16:52:05,2023-11-13 17:34:15,229,0.125,0.375,0.5
AC00071,8,4050.12,506.265,439.38,1647.74,509.07092489301385,1322.1069999999995,1582.6133999999997,1760.04875,319.04,0.4783637281128056,1.2942766713104008,8,8,8,8,3,5,2.0,110.75,162.85,2023-01-02 17:00:33,2023-12-25 17:41:30,358,0.5,0.125,0.375
AC00072,4,1289.02,322.255,287.29,645.04,295.6188254605357,623.4789999999999,640.7277999999999,5915.9325,1329.41,0.05308463681130492,0.08330585424392509,4,4,4,4,2,1,1.0,89.5,141.04999999999998,2023-03-10 17:33:12,2023-12-22 17:08:55,287,0.0,0.5,0.5
AC00073,5,1834.82,366.964,257.18,953.17,354.48567478813584,843.8979999999999,931.3155999999999,6266.718,1508.72,0.12486393977732464,0.258822675496065,5,5,5,5,2,1,1.0,54.0,84.0,2023-07-04 16:27:23,2023-12-05 16:32:49,155,0.2,0.0,0.8
AC00074,3,397.1,132.36666666666667,101.42,278.23,133.11583013801678,260.549,274.6938,5596.883333333334,1959.52,0.01931824615299273,0.03172055440376699,3,3,3,3,2,1,1.0,105.66666666666667,140.2,2023-04-25 17:00:15,2023-09-13 16:41:19,141,0.3333333333333333,0.0,0.6666666666666666
AC00075,5,1091.8700000000001,218.37400000000002,83.24,647.85,248.7958364402427,562.9659999999999,630.8732,5046.526,1029.09,0.05277188005454799,0.06883281169647829,5,5,5,5,1,1,1.0,171.4,213.2,2023-02-08 17:59:42,2023-12-04 16:31:42,299,0.0,1.0,0.0
AC00076,7,1660.0400000000002,237.14857142857144,177.08,515.94,172.05355158870077,471.08699999999993,506.96939999999995,4514.394285714286,1389.89,0.12758504992384992,0.3302934491156929,7,7,7,7,3,1,1.0,113.85714285714286,245.69999999999996,2023-01-06 17:16:44,2023-12-22 16:42:33,350,0.5714285714285714,0.14285714285714285,0.2857142857142857
AC00077,6,1756.3200000000002,292.72,264.215,651.82,245.83113529412827,599.995,641.455,5078.52,1802.77,0.10391176138992501,0.2916606625953496,6,6,6,6,3,2,1.1666666666666667,163.5,237.0,2023-04-04 16:11:34,2023-12-15 16:48:08,256,0.3333333333333333,0.5,0.16666666666666666
AC00078,6,2937.12,489.52,496.30999999999995,1156.18,401.00232263666504,1020.6425,1129.0725000000002,4800.7,836.69,0.30688915890964436,1.0909027482375828,6,6,6,6,3,1,1.0,101.16666666666667,174.75,2023-01-30 17:37:14,2023-11-30 17:48:36,305,0.16666666666666666,0.16666666666666666,0.6666666666666666
AC00079,5,515.02,103.00399999999999,58.77,301.39,112.68440655210462,256.38999999999993,292.39,8332.318,5976.0,0.011614194388041931,0.025413854107943428,5,4,5,5,2,1,1.0,148.4,213.4,2023-01-13 17:19:33,2023-08-25 16:30:02,224,0.0,0.2,0.8
AC00080,6,2238.37,373.06166666666667,170.81,991.82,377.4029664651123,916.845,976.825,4599.393333333333,1084.65,0.175070681084368,0.549423666197971,6,5,6,6,3,1,1.0,139.16666666666666,260.5,2023-01-16 16:38:57,2023-12-04 16:16:19,322,0.3333333333333333,0.16666666666666666,0.5
AC00081,3,607.37,202.45666666666668,287.51,315.39,172.02721800149337,312.602,314.8324,833.0,187.65,0.6248903076408961,1.4128723398143892,3,3,3,3,2,1,1.0,160.0,242.7,2023-05-22 16:57:31,2023-08-14 16:20:49,84,0.0,0.6666666666666666,0.3333333333333333
AC00082,3,722.08,240.69333333333336,267.17,436.77,210.5671618114594,419.80999999999995,433.378,2743.0533333333333,825.69,0.24174107099041856,0.4954016475119626,3,3,3,3,1,1,1.0,131.33333333333334,175.4,2023-02-17 18:46:59,2023-09-28 16:14:49,223,1.0,0.0,0.0
AC00083,6,2753.38,458.8966666666667,300.935,1531.31,573.7084375069505,1300.8625,1485.2205000000001,3086.2766666666666,528.38,0.40709680987902436,1.4420203143005708,6,5,6,6,3,4,1.5,109.5,190.75,2023-02-15 17:33:23,2024-01-01 16:07:05,320,0.5,0.16666666666666666,0.3333333333333333
AC00084,2,502.03,251.015,251.015,498.59,350.123922704519,473.8325,493.63849999999996,5090.395,2619.46,0.09539785183669801,0.18084646671338533,2,2,2,2,2,1,1.0,123.0,136.5,2023-01-19 17:24:30,2023-10-23 18:41:35,278,0.5,0.0,0.5
AC00085,6,1695.71,282.61833333333334,247.88,702.87,254.08378117594728,629.065,688.109,3256.9216666666666,299.93,0.216411346958252,0.5651726293702874,5,5,6,6,2,1,1.0,143.66666666666666,231.25,2023-02-13 16:53:57,2023-09-18 17:31:23,218,0.5,0.0,0.5
AC00086,7,3190.07,455.7242857142857,340.13,1137.63,428.80902345360937,1050.5759999999998,1120.2192,3770.9185714285713,422.32,0.44652329083917,1.6141504606419699,7,6,7,7,3,3,1.2857142857142858,114.14285714285714,189.7,2023-02-06 17:23:52,2023-12-20 16:17:16,317,0.2857142857142857,0.5714285714285714,0.14285714285714285
AC00087,9,1842.47,204.7188888888889,154.21,540.4,178.3711626387828,474.7439999999999,527.2687999999999,5808.111111111111,425.77,0.17978089021271967,0.8235020382295687,9,8,9,9,3,1,1.0,139.66666666666666,265.2,2023-01-02 16:01:26,2023-12-29 17:55:30,362,0.3333333333333333,0.4444444444444444,0.2222222222222222
AC00088,2,513.54,256.77,256.77,295.93,55.38060310253038,292.014,295.1468,1355.865,1050.63,0.20633632282235118,0.27413581668563736,2,2,2,2,2,1,1.0,118.5,119.85,2023-02-20 17:26:39,2023-02-28 17:34:08,9,0.0,0.5,0.5
AC00089,5,1201.26,240.252,204.7,557.78,189.81157359339284,494.46599999999995,545.1171999999999,5283.8099999999995,1220.86,0.1409127891373662,0.3855643386472495,5,5,5,5,3,5,1.8,83.2,106.8,2023-04-03 16:31:32,2023-09-25 16:37:04,176,0.2,0.6,0.2
AC00090,9,2579.9700000000003,286.66333333333336,109.48,839.33,293.23707840244214,726.1339999999999,816.6908,5545.664444444444,865.49,0.10033771479132207,0.34668800709394954,9,9,9,9,3,1,1.0,97.22222222222223,158.0,2023-01-02 17:34:13,2023-11-09 17:51:35,312,0.2222222222222222,0.4444444444444444,0.3333333333333333
AC00091,3,1077.01,359.00333333333333,100.01,927.16,492.6771312262558,844.4449999999999,910.617,7123.256666666667,6393.12,0.05082527646720473,0.11901540137766659,3,3,3,3,1,1,1.0,120.66666666666667,152.3,2023-03-20 16:48:00,2023-10-13 16:05:10,207,1.0,0.0,0.0
AC00092,8,2317.6,289.7,144.785,793.13,282.60396150291814,736.9759999999999,781.8992,6780.3775,3475.99,0.04320450085346954,0.11497506370429791,8,8,8,8,3,1,1.0,109.75,174.79999999999998,2023-02-14 16:23:39,2023-12-18 18:41:26,308,0.125,0.375,0.5
